"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ID=BJEIHDPM_00279;Name=actP;dbxref=COG:COG4147;gene=actP;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P32705;locus_tag=BJEIHDPM_00279;product=Cation/acetate symporter ActP",-4.33294477875813,7.21473781907958,-16.6979158154062,2.68097165198547e-21,1.16963481435257e-20,38.2778441587595
"ID=BJEIHDPM_01178;eC_number=3.2.2.4;Name=amn;dbxref=COG:COG0775;gene=amn;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AE12;locus_tag=BJEIHDPM_01178;product=AMP nucleosidase",-5.06393520318893,7.66439309796718,-16.6974636179921,2.68388258838281e-21,1.1698412844368e-20,38.2953776391801
"ID=BJEIHDPM_02673;eC_number=3.5.4.2;dbxref=COG:COG1816;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9I6Y4;locus_tag=BJEIHDPM_02673;product=Adenine deaminase",-5.1049521052801,6.31334224949954,-16.696352486758,2.69104896186912e-21,1.1719005415617e-20,38.1069787151072
"ID=BJEIHDPM_01269;eC_number=3.5.1.28;Name=amiC_3;dbxref=COG:COG0860;gene=amiC_3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P63883;locus_tag=BJEIHDPM_01269;product=N-acetylmuramoyl-L-alanine amidase AmiC",-5.25207908079305,6.14521132179315,-16.6929943568372,2.71282624630087e-21,1.18031306944677e-20,38.0780873589136
"ID=BJEIHDPM_01591;eC_number=3.2.2.-;Name=mutY;dbxref=COG:COG1194;gene=mutY;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P17802;locus_tag=BJEIHDPM_01591;product=Adenine DNA glycosylase",-4.80854206942756,7.05483867433154,-16.688236249452,2.7439898836962e-21,1.19279053005961e-20,38.2254150069321
"ID=BJEIHDPM_03486;eC_number=3.1.1.-;Name=lipR;dbxref=COG:COG0657;gene=lipR;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WK85;locus_tag=BJEIHDPM_03486;product=Putative acetyl-hydrolase LipR",-5.07134632161261,6.95430218640795,-16.6870546208788,2.75178539510304e-21,1.19509666163796e-20,38.1922960138354
"ID=BJEIHDPM_00149;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00149;product=hypothetical protein",-5.75388552763038,6.39821466355476,-16.6833457947921,2.77640023356951e-21,1.20469662937614e-20,38.0445043841023
"ID=BJEIHDPM_03943;eC_number=1.13.11.3;Name=pcaH;dbxref=COG:COG3485;gene=pcaH;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00437;locus_tag=BJEIHDPM_03943;product=Protocatechuate 3%2C4-dioxygenase beta chain",-6.23558246036713,5.64611075535537,-16.6820879683092,2.78479901287316e-21,1.20724936429795e-20,37.7812475443065
"ID=BJEIHDPM_03014;Name=pcaR_1;dbxref=COG:COG1414;gene=pcaR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q52154;locus_tag=BJEIHDPM_03014;product=Pca regulon regulatory protein",-5.25114279748168,7.0449860996998,-16.6815853667526,2.78816221991819e-21,1.20761647052233e-20,38.1948741206893
"ID=BJEIHDPM_00799;Name=aaeB_1;dbxref=COG:COG1289;gene=aaeB_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P46481;locus_tag=BJEIHDPM_00799;product=p-hydroxybenzoic acid efflux pump subunit AaeB",-5.63066174088735,6.30266328212732,-16.6811936176756,2.79078651403161e-21,1.20766316328564e-20,38.0242675103639
"ID=BJEIHDPM_04400;Name=mdtC;dbxref=COG:COG0841;gene=mdtC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q0TG14;locus_tag=BJEIHDPM_04400;product=Multidrug resistance protein MdtC",-5.21595169429301,6.41410194567401,-16.6792655405528,2.80373922952014e-21,1.21217518580785e-20,38.0732136809496
"ID=BJEIHDPM_03663;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03663;product=hypothetical protein",-5.94223430752404,6.58339486573647,-16.6780700836008,2.81180096190077e-21,1.21456641009557e-20,38.0378376151497
"ID=BJEIHDPM_02145;Name=potH_1;dbxref=COG:COG1176;gene=potH_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P31135;locus_tag=BJEIHDPM_02145;product=Putrescine transport system permease protein PotH",-5.10190197171884,6.59663596379907,-16.6759044195305,2.8264655680972e-21,1.21980290119591e-20,38.1346874763382
"ID=BJEIHDPM_05106;Name=mrpA;dbxref=COG:COG1009;gene=mrpA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9K2S2;locus_tag=BJEIHDPM_05106;product=Na(+)/H(+) antiporter subunit A",-5.46202073239133,7.55060292601092,-16.675461522573,2.82947418275389e-21,1.22000418715507e-20,38.2141701589811
"ID=BJEIHDPM_04395;Name=tamB;dbxref=COG:COG2911;gene=tamB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:D2TN57;locus_tag=BJEIHDPM_04395;product=Translocation and assembly module subunit TamB",-5.07789035197118,5.89467072917853,-16.6748726550365,2.83347943018336e-21,1.22063445111759e-20,37.984698276547
"ID=BJEIHDPM_01367;Name=nhaP2;dbxref=COG:COG3263;gene=nhaP2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q87KV8;locus_tag=BJEIHDPM_01367;product=K(+)/H(+) antiporter NhaP2",-5.86724663842151,5.92718578272337,-16.672437645165,2.85010278900719e-21,1.22601754976978e-20,37.8988129654104
"ID=BJEIHDPM_03207;Name=nhaA_3;dbxref=COG:COG3004;gene=nhaA_3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q56725;locus_tag=BJEIHDPM_03207;product=Na(+)/H(+) antiporter NhaA",-5.27807344329332,6.00578081924061,-16.6722942546182,2.85108477921042e-21,1.22601754976978e-20,37.9710701864879
"ID=BJEIHDPM_01472;eC_number=3.4.21.4;dbxref=COG:COG5640;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P24664;locus_tag=BJEIHDPM_01472;product=Trypsin",-5.22968101595919,6.77590845176379,-16.6645111841524,2.90490605662157e-21,1.24804334518594e-20,38.1224947532825
"ID=BJEIHDPM_00830;dbxref=COG:COG0716;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HYH1;locus_tag=BJEIHDPM_00830;product=putative protein",-5.47278795386469,5.52942849635485,-16.6634472123683,2.91234354152938e-21,1.25011955776382e-20,37.8529124269965
"ID=BJEIHDPM_01604;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_01604;product=hypothetical protein",-5.33665112921176,7.3875870875043,-16.6593076274087,2.94146539848966e-21,1.26149172898587e-20,38.1712717643237
"ID=BJEIHDPM_01188;eC_number=2.8.4.3;Name=miaB;dbxref=COG:COG0621;gene=miaB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RCI2;locus_tag=BJEIHDPM_01188;product=tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",-5.86433850830863,7.06581133704634,-16.6541697682043,2.97802278253164e-21,1.27602958333655e-20,38.1006551033983
"ID=BJEIHDPM_01739;eC_number=6.4.1.7;Name=cfiA;dbxref=COG:COG0511;gene=cfiA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:D3DJ41;locus_tag=BJEIHDPM_01739;product=2-oxoglutarate carboxylase large subunit",-4.73956643115393,6.20804621902793,-16.6530040960283,2.98638105566764e-21,1.27846946352801e-20,38.0658137491686
"ID=BJEIHDPM_04881;Name=fhuA_2;dbxref=COG:COG1629;gene=fhuA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P06971;locus_tag=BJEIHDPM_04881;product=Ferrichrome outer membrane transporter/phage receptor",-5.39269439884873,6.87506913963557,-16.6524711829912,2.99021017707436e-21,1.27896779320676e-20,38.1016798330745
"ID=BJEIHDPM_02773;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02773;product=hypothetical protein",-4.64856459417908,5.87672775199907,-16.6476808616578,3.02485508386557e-21,1.29263397573205e-20,37.9573201780119
"ID=BJEIHDPM_01110;eC_number=2.7.13.3;Name=rpfC_2;dbxref=COG:COG0642;gene=rpfC_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0C0F6;locus_tag=BJEIHDPM_01110;product=Sensory/regulatory protein RpfC",-5.22582385618022,6.83397633509881,-16.6336733574071,3.12852406530743e-21,1.33574617343509e-20,38.0637367951146
"ID=BJEIHDPM_04784;eC_number=3.6.1.27;Name=uppP;dbxref=COG:COG1968;gene=uppP;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P60932;locus_tag=BJEIHDPM_04784;product=Undecaprenyl-diphosphatase",-5.30353113934021,6.5904095657242,-16.6330914955033,3.13290781572708e-21,1.33642885401549e-20,38.0110342728703
"ID=BJEIHDPM_03133;eC_number=3.1.1.-;Name=dauP;gene=dauP;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q55217;locus_tag=BJEIHDPM_03133;product=Rhodomycin D methylesterase DauP",-4.73848559576976,6.31854404552079,-16.6294930409586,3.16015785221486e-21,1.34685590877257e-20,37.9799420920002
"ID=BJEIHDPM_02025;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02025;product=hypothetical protein",-5.77243278001143,7.86089352537025,-16.6280681626681,3.17101460938077e-21,1.35028386072922e-20,38.1130658061188
"ID=BJEIHDPM_04850;eC_number=3.4.16.4;Name=mrdA_2;dbxref=COG:COG0768;gene=mrdA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AD65;locus_tag=BJEIHDPM_04850;product=Peptidoglycan D%2CD-transpeptidase MrdA",-4.93595142497526,6.85573134061582,-16.6249090214084,3.19522107048481e-21,1.35938527635254e-20,38.0430936501199
"ID=BJEIHDPM_01991;Name=atoC_2;dbxref=COG:COG2204;gene=atoC_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q06065;locus_tag=BJEIHDPM_01991;product=Regulatory protein AtoC",-5.07227528777676,6.27935846552263,-16.6242468493013,3.20031866722195e-21,1.36034803224076e-20,37.9610397465403
"ID=BJEIHDPM_03901;eC_number=6.3.2.-;Name=rimK_2;gene=rimK_2;inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01552;locus_tag=BJEIHDPM_03901;product=Ribosomal protein S6--L-glutamate ligase",-4.56514771405734,6.46248997087114,-16.615445595887,3.26886496757407e-21,1.38825513091929e-20,37.9866133179598
"ID=BJEIHDPM_01788;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_01788;product=hypothetical protein",-5.44333933386538,6.33619882404979,-16.613529631534,3.28398398715641e-21,1.39344289605337e-20,37.9118369144651
"ID=BJEIHDPM_02884;eC_number=3.4.21.107;Name=degS_2;dbxref=COG:COG0265;gene=degS_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEE3;locus_tag=BJEIHDPM_02884;product=Serine endoprotease DegS",-4.84755830680628,6.02613407126059,-16.6127427699444,3.2902137735902e-21,1.39485299465189e-20,37.8993242520633
"ID=BJEIHDPM_00844;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00844;product=hypothetical protein",-5.59728711291264,6.68985044359352,-16.6091904761183,3.31848829744264e-21,1.40559799994945e-20,37.9574959638215
"ID=BJEIHDPM_02881;eC_number=2.4.2.17;Name=hisG;dbxref=COG:COG0040;gene=hisG;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q4FQF7;locus_tag=BJEIHDPM_02881;product=ATP phosphoribosyltransferase",-5.29571822756839,7.02199249584711,-16.6084845647545,3.32413640082071e-21,1.40674872905984e-20,38.0079883512437
"ID=BJEIHDPM_03011;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03011;product=hypothetical protein",-5.25731247090035,6.00729060157527,-16.6041533172213,3.35900623781806e-21,1.42025294584043e-20,37.8439919428795
"ID=BJEIHDPM_03492;eC_number=3.5.1.84;Name=atzE;gene=atzE;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q936X3;locus_tag=BJEIHDPM_03492;product=Biuret hydrolase",-5.0735268269774,6.64638749538095,-16.6023347914929,3.37375752668786e-21,1.42523436360696e-20,37.9550138308436
"ID=BJEIHDPM_02224;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02224;product=hypothetical protein",-5.18102861711436,6.08487329684123,-16.5923135751819,3.45623753138672e-21,1.45879365990544e-20,37.8236704233048
"ID=BJEIHDPM_00315;eC_number=2.7.13.3;Name=pleC;gene=pleC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37894;locus_tag=BJEIHDPM_00315;product=Non-motile and phage-resistance protein",-4.6000430959503,6.89309962754647,-16.587390614574,3.49750512207916e-21,1.47491450622653e-20,37.9821709478652
"ID=BJEIHDPM_01712;eC_number=3.4.24.-;Name=mepM_2;dbxref=COG:COG0739;gene=mepM_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFS9;locus_tag=BJEIHDPM_01712;product=Murein DD-endopeptidase MepM",-4.97678410428101,6.86382985435212,-16.5866637089273,3.50364089591916e-21,1.47620479890396e-20,37.9594355770342
"ID=BJEIHDPM_04204;Name=mdtL;gene=mdtL;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P31462;locus_tag=BJEIHDPM_04204;product=Multidrug resistance protein MdtL",-5.15234373866429,6.44209457064872,-16.5832430878873,3.53266161826533e-21,1.48654033736444e-20,37.8845630530763
"ID=BJEIHDPM_00703;Name=dsbB_1;dbxref=COG:COG1495;gene=dsbB_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A6M2;locus_tag=BJEIHDPM_00703;product=Disulfide bond formation protein B",-5.03990367855606,6.14138645744249,-16.583043016812,3.53436658664894e-21,1.48654033736444e-20,37.8372247521324
"ID=BJEIHDPM_00416;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00416;product=hypothetical protein",-5.55822597705649,7.36295342146757,-16.5822940563223,3.54075652854385e-21,1.48792386869369e-20,37.9653121151371
"ID=BJEIHDPM_02309;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02309;product=hypothetical protein",-4.95411971939085,6.39838047504194,-16.5801087747992,3.55946809490912e-21,1.49447833661145e-20,37.8650279910155
"ID=BJEIHDPM_02672;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02672;product=hypothetical protein",-4.80984373721236,6.0175885294226,-16.5793534338178,3.5659591173967e-21,1.49589491297087e-20,37.8479863941005
"ID=BJEIHDPM_02317;Name=creB;dbxref=COG:COG0745;gene=creB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P08368;locus_tag=BJEIHDPM_02317;product=Transcriptional regulatory protein CreB",-5.08221242998634,6.18581325365268,-16.5735382539625,3.61633704671992e-21,1.5157031866558e-20,37.8013286401316
"ID=BJEIHDPM_02340;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02340;product=hypothetical protein",-5.47561655321016,7.50915637562138,-16.5679392277564,3.66552702394475e-21,1.53497942302887e-20,37.9560540395682
"ID=BJEIHDPM_01530;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_01530;product=hypothetical protein",-5.52320155061846,6.04247150925817,-16.5673580045844,3.67067219910608e-21,1.53579388696688e-20,37.7062429265881
"ID=BJEIHDPM_00041;eC_number=2.3.1.239;Name=pikAII_1;gene=pikAII_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9ZGI4;locus_tag=BJEIHDPM_00041;product=Narbonolide/10-deoxymethynolide synthase PikA2%2C modules 3 and 4",-5.3518596827249,6.72290387493098,-16.5617643583118,3.72056637076059e-21,1.55531341579095e-20,37.8485136462597
"ID=BJEIHDPM_03254;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03254;product=hypothetical protein",-5.43660001839526,5.61236533461872,-16.5561940390814,3.77093865774652e-21,1.57499866131641e-20,37.5929021139975
"ID=BJEIHDPM_02898;Name=petC;dbxref=COG:COG2857;gene=petC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q82W83;locus_tag=BJEIHDPM_02898;product=Ammonia monooxygenase gamma subunit",-5.52491495448306,6.637048836376,-16.555753723844,3.77494990630812e-21,1.57530300872806e-20,37.816875710478
"ID=BJEIHDPM_02297;eC_number=1.14.13.-;Name=yeaW;dbxref=COG:COG4638;gene=yeaW;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ABR7;locus_tag=BJEIHDPM_02297;product=Carnitine monooxygenase oxygenase subunit",-5.02129736280551,6.71002684033944,-16.5547616755892,3.78400333775365e-21,1.57770912405558e-20,37.8649406822039
"ID=BJEIHDPM_00842;Name=cysZ;dbxref=COG:COG2981;gene=cysZ;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A6J3;locus_tag=BJEIHDPM_00842;product=Sulfate transporter CysZ",-4.92738452452853,6.35293012280424,-16.5542034780765,3.78910716136076e-21,1.57846573501478e-20,37.8008701964567
"ID=BJEIHDPM_01572;Name=secB;dbxref=COG:COG1952;gene=secB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AG86;locus_tag=BJEIHDPM_01572;product=Protein-export protein SecB",-4.69057838655401,6.93733034067008,-16.5497523604801,3.8300570582079e-21,1.59414083454811e-20,37.897594137246
"ID=BJEIHDPM_04577;Name=yciE;dbxref=COG:COG3685;gene=yciE;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P21363;locus_tag=BJEIHDPM_04577;product=Protein YciE",-5.18191421343762,5.69173648122219,-16.5388636487615,3.932141825326e-21,1.63521218541937e-20,37.6459099879276
"ID=BJEIHDPM_01522;eC_number=1.14.11.17;Name=tauD_2;dbxref=COG:COG2175;gene=tauD_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37610;locus_tag=BJEIHDPM_01522;product=Alpha-ketoglutarate-dependent taurine dioxygenase",-5.22161737725437,6.84405325245938,-16.5341650696414,3.97704373624704e-21,1.65245306409087e-20,37.8289267194033
"ID=BJEIHDPM_04394;Name=tamA;dbxref=COG:COG0729;gene=tamA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:D2TN56;locus_tag=BJEIHDPM_04394;product=Translocation and assembly module subunit TamA",-5.17183820206177,5.99931777515255,-16.5315505703953,4.00225483057408e-21,1.66148969999351e-20,37.6611836084632
"ID=BJEIHDPM_02188;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02188;product=hypothetical protein",-5.31378543356047,6.52319714121262,-16.5276280702914,4.0403842006355e-21,1.67586895236385e-20,37.7401766236226
"ID=BJEIHDPM_02140;eC_number=6.3.1.11;Name=puuA_2;dbxref=COG:COG0174;gene=puuA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P78061;locus_tag=BJEIHDPM_02140;product=Gamma-glutamylputrescine synthetase PuuA",-5.17091323717294,6.74586918355519,-16.5135718510112,4.1800832879935e-21,1.73231603619005e-20,37.777778373313
"ID=BJEIHDPM_01877;eC_number=3.1.1.24;Name=catD_2;dbxref=COG:COG0596;gene=catD_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632;locus_tag=BJEIHDPM_01877;product=3-oxoadipate enol-lactonase 2",-5.22899228321133,5.99212424388045,-16.5113022708379,4.20309648893828e-21,1.74035030633433e-20,37.6068280274265
"ID=BJEIHDPM_00966;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00966;product=hypothetical protein",-6.1228086211816,5.62922247473684,-16.508961213641,4.2269695992075e-21,1.74872647470662e-20,37.4464771094046
"ID=BJEIHDPM_04268;eC_number=1.1.5.4;Name=mqo_2;dbxref=COG:COG0579;gene=mqo_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P33940;locus_tag=BJEIHDPM_04268;product=Malate:quinone oxidoreductase",-5.55242873936075,5.60788151306291,-16.5041410861731,4.27655881754514e-21,1.76771798151586e-20,37.4547640202555
"ID=BJEIHDPM_00792;Name=algA_1;dbxref=COG:COG0662;gene=algA_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07874;locus_tag=BJEIHDPM_00792;product=Alginate biosynthesis protein AlgA",-4.91166726306362,7.19505993034094,-16.5006988435533,4.3123345359564e-21,1.78097189656237e-20,37.7831065959533
"ID=BJEIHDPM_02682;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02682;product=hypothetical protein",-5.6428219246176,5.9921008898263,-16.4974633050864,4.34623968960035e-21,1.79343114964678e-20,37.5151991771459
"ID=BJEIHDPM_03431;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03431;product=hypothetical protein",-5.1153863326423,5.74349029502068,-16.4938513057048,4.384410454985e-21,1.80762764376916e-20,37.4945611957234
"ID=BJEIHDPM_05073;eC_number=2.7.10.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q48452;locus_tag=BJEIHDPM_05073;product=Putative tyrosine-protein kinase in cps region",-5.17835134290568,5.9234374775956,-16.4913408446032,4.41114127066816e-21,1.81708729252674e-20,37.5735065011075
"ID=BJEIHDPM_00375;eC_number=1.13.12.16;dbxref=COG:COG2070;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9I4V0;locus_tag=BJEIHDPM_00375;product=Nitronate monooxygenase",-5.2697460520363,6.19632221270164,-16.4903297290126,4.42195420590192e-21,1.8199792653622e-20,37.5836601196862
"ID=BJEIHDPM_01720;Name=pstS_1;gene=pstS_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q02DZ3;locus_tag=BJEIHDPM_01720;product=Phosphate-binding protein PstS",-4.78924514363694,6.51647144966429,-16.4867923092648,4.45999636547566e-21,1.83406362964162e-20,37.7057785558597
"ID=BJEIHDPM_01420;eC_number=3.1.2.-;Name=yhbO;dbxref=COG:COG0693;gene=yhbO;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P45470;locus_tag=BJEIHDPM_01420;product=Protein/nucleic acid deglycase 2",-5.06096764746071,6.4693539604641,-16.4793475141066,4.54115132219809e-21,1.8658377735641e-20,37.6461175299092
"ID=BJEIHDPM_01674;Name=ydgA;dbxref=COG:COG5339;gene=ydgA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77804;locus_tag=BJEIHDPM_01674;product=Protein YdgA",-5.5217753903311,6.01097719099599,-16.4782674466634,4.55304925549071e-21,1.86912603739093e-20,37.5284961133074
"ID=BJEIHDPM_04679;eC_number=2.3.1.31;Name=metXA_2;dbxref=COG:COG2021;gene=metXA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:C4XNQ9;locus_tag=BJEIHDPM_04679;product=Homoserine O-acetyltransferase",-5.18898540673534,6.44793567231899,-16.474905507829,4.59028759365584e-21,1.88280257794482e-20,37.6550725183984
"ID=BJEIHDPM_00853;eC_number=2.3.1.8;Name=pta;dbxref=COG:COG0280;gene=pta;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9I5A5;locus_tag=BJEIHDPM_00853;product=Phosphate acetyltransferase",-4.67523134438628,6.74105329110783,-16.4713156190051,4.63039317528382e-21,1.89674220131205e-20,37.6831221136686
"ID=BJEIHDPM_02943;Name=yedW;dbxref=COG:COG0745;gene=yedW;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76340;locus_tag=BJEIHDPM_02943;product=putative transcriptional regulatory protein YedW",-5.43163889486684,6.25004544460187,-16.4711482465609,4.63227170828261e-21,1.89674220131205e-20,37.5495800167276
"ID=BJEIHDPM_00797;Name=aaeA_1;dbxref=COG:COG1566;gene=aaeA_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P46482;locus_tag=BJEIHDPM_00797;product=p-hydroxybenzoic acid efflux pump subunit AaeA",-5.90873937609008,6.10853839205022,-16.4708047335726,4.63612961479275e-21,1.89674220131205e-20,37.4481335192445
"ID=BJEIHDPM_02711;eC_number=1.2.1.27;Name=mmsA;dbxref=COG:COG1012;gene=mmsA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P28810;locus_tag=BJEIHDPM_02711;product=Methylmalonate-semialdehyde dehydrogenase [acylating]",-5.27494698254856,6.02964262611951,-16.4704046713015,4.64062673441703e-21,1.89696488061902e-20,37.533022431538
"ID=BJEIHDPM_02566;eC_number=4.4.1.8;Name=metC;dbxref=COG:COG0626;gene=metC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q07703;locus_tag=BJEIHDPM_02566;product=Cystathionine beta-lyase",-5.12405381969674,6.69826663393751,-16.468249893815,4.66492517184194e-21,1.90527454465272e-20,37.6649835681925
"ID=BJEIHDPM_04332;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_04332;product=hypothetical protein",-5.45129014328943,5.99568122885024,-16.4629685004945,4.72503020649897e-21,1.92818196947181e-20,37.4946120434279
"ID=BJEIHDPM_02243;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02243;product=hypothetical protein",-4.93457215163438,6.3131393835541,-16.4624710268947,4.73073218611444e-21,1.9288686288159e-20,37.6025852052183
"ID=BJEIHDPM_04454;eC_number=3.1.1.45;Name=clcD_2;gene=clcD_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A115;locus_tag=BJEIHDPM_04454;product=Carboxymethylenebutenolidase",-5.23550811443021,5.99423284579458,-16.461113317721,4.74632974601739e-21,1.93358543727822e-20,37.5273226565177
"ID=BJEIHDPM_00382;inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_02040;locus_tag=BJEIHDPM_00382;product=Iron-sulfur cluster carrier protein",-5.14364399576492,5.81397742278546,-16.4594983081858,4.76495139409249e-21,1.9395251688083e-20,37.4563680162907
"ID=BJEIHDPM_03566;eC_number=6.3.2.-;Name=ipuC;gene=ipuC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q936T0;locus_tag=BJEIHDPM_03566;product=Glutamate--isopropylamine ligase",-5.37513417948017,6.31575662478206,-16.4566211695071,4.79831030876465e-21,1.95144840438657e-20,37.5499758621324
"ID=BJEIHDPM_01584;Name=hisB;dbxref=COG:COG0131;gene=hisB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:D2QPE6;locus_tag=BJEIHDPM_01584;product=Histidine biosynthesis bifunctional protein HisB",-5.30180283678337,6.23531385270477,-16.4536032502513,4.83355701110187e-21,1.96411855175935e-20,37.5072619181743
"ID=BJEIHDPM_01412;eC_number=2.8.1.1;Name=sseB;dbxref=COG:COG2897;gene=sseB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHF5;locus_tag=BJEIHDPM_01412;product=Putative thiosulfate sulfurtransferase SseB",-5.21504709646911,6.27394964742084,-16.4505636597875,4.869323237045e-21,1.97697819074272e-20,37.5258572684599
